Indicator,Country,Start Year,End Year,Value,Unit,Source
"Probability of dying between 30-70 years from cardiovascular disease, cancer, diabetes, and chronic respiratory disease",Bangladesh,2000,2000,23.2,%,WHO
"Probability of dying between 30-70 years from cardiovascular disease, cancer, diabetes, and chronic respiratory disease",Bangladesh,2001,2001,22.8,%,WHO
"Probability of dying between 30-70 years from cardiovascular disease, cancer, diabetes, and chronic respiratory disease",Bangladesh,2002,2002,22.9,%,WHO
"Probability of dying between 30-70 years from cardiovascular disease, cancer, diabetes, and chronic respiratory disease",Bangladesh,2003,2003,22.9,%,WHO
"Probability of dying between 30-70 years from cardiovascular disease, cancer, diabetes, and chronic respiratory disease",Bangladesh,2004,2004,22.8,%,WHO
"Probability of dying between 30-70 years from cardiovascular disease, cancer, diabetes, and chronic respiratory disease",Bangladesh,2005,2005,23.3,%,WHO
"Probability of dying between 30-70 years from cardiovascular disease, cancer, diabetes, and chronic respiratory disease",Bangladesh,2006,2006,23.7,%,WHO
"Probability of dying between 30-70 years from cardiovascular disease, cancer, diabetes, and chronic respiratory disease",Bangladesh,2007,2007,23.4,%,WHO
"Probability of dying between 30-70 years from cardiovascular disease, cancer, diabetes, and chronic respiratory disease",Bangladesh,2008,2008,22.7,%,WHO
"Probability of dying between 30-70 years from cardiovascular disease, cancer, diabetes, and chronic respiratory disease",Bangladesh,2009,2009,22.1,%,WHO
"Probability of dying between 30-70 years from cardiovascular disease, cancer, diabetes, and chronic respiratory disease",Bangladesh,2010,2010,21.5,%,WHO
"Probability of dying between 30-70 years from cardiovascular disease, cancer, diabetes, and chronic respiratory disease",Bangladesh,2011,2011,20.2,%,WHO
"Probability of dying between 30-70 years from cardiovascular disease, cancer, diabetes, and chronic respiratory disease",Bangladesh,2012,2012,19.4,%,WHO
"Probability of dying between 30-70 years from cardiovascular disease, cancer, diabetes, and chronic respiratory disease",Bangladesh,2013,2013,19,%,WHO
"Probability of dying between 30-70 years from cardiovascular disease, cancer, diabetes, and chronic respiratory disease",Bangladesh,2014,2014,18.8,%,WHO
"Probability of dying between 30-70 years from cardiovascular disease, cancer, diabetes, and chronic respiratory disease",Bangladesh,2015,2015,18.6,%,WHO
"Probability of dying between 30-70 years from cardiovascular disease, cancer, diabetes, and chronic respiratory disease",Bangladesh,2016,2016,18.5,%,WHO
"Probability of dying between 30-70 years from cardiovascular disease, cancer, diabetes, and chronic respiratory disease",Bangladesh,2017,2017,18.8,%,WHO
"Probability of dying between 30-70 years from cardiovascular disease, cancer, diabetes, and chronic respiratory disease",Bangladesh,2018,2018,18.9,%,WHO
"Probability of dying between 30-70 years from cardiovascular disease, cancer, diabetes, and chronic respiratory disease",Bangladesh,2019,2019,18.9,%,WHO
Average protein supply,Bangladesh,2000,2002,49.7,g/capita/day,FAOSTAT
Average protein supply,Bangladesh,2001,2003,50.6,g/capita/day,FAOSTAT
Average protein supply,Bangladesh,2002,2004,51.5,g/capita/day,FAOSTAT
Average protein supply,Bangladesh,2003,2005,51.9,g/capita/day,FAOSTAT
Average protein supply,Bangladesh,2004,2006,52.1,g/capita/day,FAOSTAT
Average protein supply,Bangladesh,2005,2007,52.6,g/capita/day,FAOSTAT
Average protein supply,Bangladesh,2006,2008,52.6,g/capita/day,FAOSTAT
Average protein supply,Bangladesh,2007,2009,53.7,g/capita/day,FAOSTAT
Average protein supply,Bangladesh,2008,2010,54.7,g/capita/day,FAOSTAT
Average protein supply,Bangladesh,2009,2011,56.4,g/capita/day,FAOSTAT
Average protein supply,Bangladesh,2010,2012,57.3,g/capita/day,FAOSTAT
Average protein supply,Bangladesh,2011,2013,57.8,g/capita/day,FAOSTAT
Average protein supply,Bangladesh,2012,2014,58.2,g/capita/day,FAOSTAT
Average protein supply,Bangladesh,2013,2015,58.9,g/capita/day,FAOSTAT
Average protein supply,Bangladesh,2014,2016,59.5,g/capita/day,FAOSTAT
Average protein supply,Bangladesh,2015,2017,60.4,g/capita/day,FAOSTAT
Average protein supply,Bangladesh,2016,2018,61.5,g/capita/day,FAOSTAT
Average protein supply,Bangladesh,2017,2019,62.4,g/capita/day,FAOSTAT
Average protein supply,Bangladesh,2018,2020,63.5,g/capita/day,FAOSTAT
Average protein supply,Bangladesh,2019,2021,64.7,g/capita/day,FAOSTAT
Average protein supply,Bangladesh,2020,2022,66,g/capita/day,FAOSTAT
Average tree cover in agricultural land,Bangladesh,2010,2010,15.72,%,Zomer et al. 2016
Percent of household consumption spent on food and beverages (all households),Bangladesh,2010,2010,55.0952577,%,World Bank
Percent of household consumption spent on fruit and vegetables (households living on less than $2.97 per person per day),Bangladesh,2010,2010,8.7728997,%,World Bank
"Adults: Consumption of at least one pulse, nut, or seed",Bangladesh,2022,2022,61.33,%,Global Diet Quality Project / Gallup World Poll
"Biofortified crops released, in testing, or in the pipeline: vitamin A sweet potato",Bangladesh,2020,2020,Released,Released=1; In testing=2; Pipeline=3,HarvestPlus
Cereals yield,Bangladesh,1961,1961,0.16811,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1962,1962,0.1514,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1963,1963,0.17494,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1964,1964,0.16918,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1965,1965,0.167,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1966,1966,0.15708,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1967,1967,0.16815,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1968,1968,0.17279,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1969,1969,0.17247,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1970,1970,0.16662,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1971,1971,0.15831,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1972,1972,0.15545,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1973,1973,0.17852,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1974,1974,0.17084,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1975,1975,0.18316,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1976,1976,0.1769,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1977,1977,0.19237,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1978,1978,0.19269,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1979,1979,0.18709,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1980,1980,0.20058,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1981,1981,0.19375,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1982,1982,0.19979,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1983,1983,0.22056,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1984,1984,0.21346,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1985,1985,0.21485,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1986,1986,0.21466,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1987,1987,0.22021,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1988,1988,0.22358,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1989,1989,0.25003,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1990,1990,0.24906,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1991,1991,0.25858,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1992,1992,0.26257,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1993,1993,0.26477,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1994,1994,0.24759,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1995,1995,0.25932,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1996,1996,0.26942,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1997,1997,0.26824,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1998,1998,0.28653,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,1999,1999,0.31164,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2000,2000,0.33844,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2001,2001,0.3311,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2002,2002,0.3395,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2003,2003,0.34793,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2004,2004,0.34394,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2005,2005,0.36816,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2006,2006,0.37614,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2007,2007,0.40209,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2008,2008,0.41025,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2009,2009,0.4176,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2010,2010,0.42883,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2011,2011,0.4352800000000001,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2012,2012,0.43958,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2013,2013,0.45086,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2014,2014,0.45409,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2015,2015,0.45604,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2016,2016,0.4601,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2017,2017,0.4706,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2018,2018,0.47902,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2019,2019,0.48109,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2020,2020,0.4901800000000001,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2021,2021,0.4919600000000001,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2022,2022,0.50053,tonnes/ha,FAOSTAT
Cereals yield,Bangladesh,2023,2023,0.51599,tonnes/ha,FAOSTAT
Pulse losses,Bangladesh,2010,2010,1.301518438177874,%,FAOSTAT
Pulse losses,Bangladesh,2011,2011,1.36986301369863,%,FAOSTAT
Pulse losses,Bangladesh,2012,2012,1.317365269461078,%,FAOSTAT
Pulse losses,Bangladesh,2013,2013,1.279527559055118,%,FAOSTAT
Pulse losses,Bangladesh,2014,2014,1.808510638297872,%,FAOSTAT
Pulse losses,Bangladesh,2015,2015,1.875,%,FAOSTAT
Pulse losses,Bangladesh,2016,2016,1.626016260162602,%,FAOSTAT
Pulse losses,Bangladesh,2017,2017,1.634877384196185,%,FAOSTAT
Pulse losses,Bangladesh,2018,2018,1.446945337620579,%,FAOSTAT
Pulse losses,Bangladesh,2019,2019,1.652346331791144,%,FAOSTAT
Pulse losses,Bangladesh,2020,2020,1.762917933130699,%,FAOSTAT
Pulse losses,Bangladesh,2021,2021,1.528013582342954,%,FAOSTAT
Pulse losses,Bangladesh,2022,2022,1.718213058419244,%,FAOSTAT
Obesity in children and adolescents 5-19 years,Bangladesh,1990,1990,0.25,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,1991,1991,0.26,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,1992,1992,0.28,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,1993,1993,0.3,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,1994,1994,0.32,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,1995,1995,0.34,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,1996,1996,0.37,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,1997,1997,0.39,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,1998,1998,0.42,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,1999,1999,0.45,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,2000,2000,0.48,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,2001,2001,0.52,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,2002,2002,0.56,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,2003,2003,0.6,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,2004,2004,0.64,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,2005,2005,0.68,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,2006,2006,0.72,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,2007,2007,0.76,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,2008,2008,0.8,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,2009,2009,0.84,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,2010,2010,0.89,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,2011,2011,0.93,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,2012,2012,0.98,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,2013,2013,1.04,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,2014,2014,1.09,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,2015,2015,1.16,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,2016,2016,1.23,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,2017,2017,1.32,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,2018,2018,1.41,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,2019,2019,1.52,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,2020,2020,1.63,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,2021,2021,1.76,%,WHO
Obesity in children and adolescents 5-19 years,Bangladesh,2022,2022,1.91,%,WHO
Adolescents: Prevalence of less than daily fruit consumption,Bangladesh,2014,2014,50.05887834,%,Beal et al. 2019
Adolescents: Prevalence of at least daily carbonated soft drink consumption,Bangladesh,2014,2014,47.16457899,%,Beal et al. 2019
Adults: Deep fried foods consumption,Bangladesh,2022,2022,23.7,%,Global Diet Quality Project / Gallup World Poll
Annual growth in GNI per capita,Bangladesh,2017,2017,4.44285590008013,%,World Bank
Annual growth in GNI per capita,Bangladesh,2018,2018,7.00411811188155,%,World Bank
Annual growth in GNI per capita,Bangladesh,2019,2019,7.07256321868699,%,World Bank
Annual growth in GNI per capita,Bangladesh,2020,2020,2.62891386739406,%,World Bank
Annual growth in GNI per capita,Bangladesh,2021,2021,7.21586975378156,%,World Bank
Annual growth in GNI per capita,Bangladesh,2022,2022,4.69740894449264,%,World Bank
Annual growth in GNI per capita,Bangladesh,2023,2023,4.52039142457024,%,World Bank
Average crop species richness,Bangladesh,2015,2015,7.04,crops/ha,International Food Policy Research Institute
"Biofortified crops released, in testing, or in the pipeline: zinc rice",Bangladesh,2020,2020,Released,Released=1; In testing=2; Pipeline=3,HarvestPlus
"Biofortified crops released, in testing, or in the pipeline: iron/zinc lentil",Bangladesh,2020,2020,Released,Released=1; In testing=2; Pipeline=3,HarvestPlus
Existence of any policies on marketing of junk foods to children,Bangladesh,2015,2015,No,,WHO
Existence of any policies on marketing of junk foods to children,Bangladesh,2019,2019,No,,WHO
Existence of any policies on marketing of junk foods to children,Bangladesh,2021,2021,No,,WHO
Adolescents: Prevalence of at least weekly fast food consumption,Bangladesh,2014,2014,53.13751748,%,Beal et al. 2019
Fruit losses,Bangladesh,2010,2010,8.203607610575734,%,FAOSTAT
Fruit losses,Bangladesh,2011,2011,8.224346076458753,%,FAOSTAT
Fruit losses,Bangladesh,2012,2012,8.276385725132878,%,FAOSTAT
Fruit losses,Bangladesh,2013,2013,8.316929133858268,%,FAOSTAT
Fruit losses,Bangladesh,2014,2014,8.401540683678382,%,FAOSTAT
Fruit losses,Bangladesh,2015,2015,8.184588593818024,%,FAOSTAT
Fruit losses,Bangladesh,2016,2016,8.35619328972357,%,FAOSTAT
Fruit losses,Bangladesh,2017,2017,8.290155440414509,%,FAOSTAT
Fruit losses,Bangladesh,2018,2018,8.271908271908272,%,FAOSTAT
Fruit losses,Bangladesh,2019,2019,8.039711894101616,%,FAOSTAT
Fruit losses,Bangladesh,2020,2020,7.702043030193455,%,FAOSTAT
Fruit losses,Bangladesh,2021,2021,6.98297604035309,%,FAOSTAT
Fruit losses,Bangladesh,2022,2022,7.728789741788161,%,FAOSTAT
Starchy root losses,Bangladesh,2010,2010,7.34423122482824,%,FAOSTAT
Starchy root losses,Bangladesh,2011,2011,7.503757659845069,%,FAOSTAT
Starchy root losses,Bangladesh,2012,2012,7.222348398818987,%,FAOSTAT
Starchy root losses,Bangladesh,2013,2013,7.350672250385718,%,FAOSTAT
Starchy root losses,Bangladesh,2014,2014,7.433229647109299,%,FAOSTAT
Starchy root losses,Bangladesh,2015,2015,7.473903966597077,%,FAOSTAT
Starchy root losses,Bangladesh,2016,2016,7.41566204032013,%,FAOSTAT
Starchy root losses,Bangladesh,2017,2017,7.709595466093414,%,FAOSTAT
Starchy root losses,Bangladesh,2018,2018,7.340165934602245,%,FAOSTAT
Starchy root losses,Bangladesh,2019,2019,7.296263606943218,%,FAOSTAT
Starchy root losses,Bangladesh,2020,2020,7.404450653627383,%,FAOSTAT
Starchy root losses,Bangladesh,2021,2021,7.20949957591179,%,FAOSTAT
Starchy root losses,Bangladesh,2022,2022,7.236236420548702,%,FAOSTAT
Adults: Consumption of at least one fruit,Bangladesh,2022,2022,38.57,%,Global Diet Quality Project / Gallup World Poll
Global climate risk index,Bangladesh,2010,2010,60.83,,German Watch
Global climate risk index,Bangladesh,2011,2011,50.83,,German Watch
Global climate risk index,Bangladesh,2012,2012,103.5,,German Watch
Global climate risk index,Bangladesh,2013,2013,46.67,,German Watch
Global climate risk index,Bangladesh,2014,2014,46.33,,German Watch
Global climate risk index,Bangladesh,2015,2015,46.17,,German Watch
Global climate risk index,Bangladesh,2016,2016,27,,German Watch
Global climate risk index,Bangladesh,2017,2017,16,,German Watch
Global climate risk index,Bangladesh,2018,2018,85.5,,German Watch
Global climate risk index,Bangladesh,2019,2019,23.5,,German Watch
Availability of starchy roots,Bangladesh,2010,2010,128.6301371085,g/capita/day,FAOSTAT
Availability of starchy roots,Bangladesh,2011,2011,129.863013822,g/capita/day,FAOSTAT
Availability of starchy roots,Bangladesh,2012,2012,131.6712330018,g/capita/day,FAOSTAT
Availability of starchy roots,Bangladesh,2013,2013,133.424657661,g/capita/day,FAOSTAT
Availability of starchy roots,Bangladesh,2014,2014,135.0410960187,g/capita/day,FAOSTAT
Availability of starchy roots,Bangladesh,2015,2015,137.1780823221,g/capita/day,FAOSTAT
Availability of starchy roots,Bangladesh,2016,2016,139.452054927,g/capita/day,FAOSTAT
Availability of starchy roots,Bangladesh,2017,2017,141.2328768465,g/capita/day,FAOSTAT
Availability of starchy roots,Bangladesh,2018,2018,143.4520549308,g/capita/day,FAOSTAT
Availability of starchy roots,Bangladesh,2019,2019,140.3835617772,g/capita/day,FAOSTAT
Availability of starchy roots,Bangladesh,2020,2020,134.9041097172,g/capita/day,FAOSTAT
Availability of starchy roots,Bangladesh,2021,2021,143.3698631499,g/capita/day,FAOSTAT
Availability of starchy roots,Bangladesh,2022,2022,145.753424796,g/capita/day,FAOSTAT
Soil biodiversity threats index,Bangladesh,2010,2010,2.35,,Orgiazzi et al. 2016
Fertilizer consumption,Bangladesh,1961,1961,2.61475886112725,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1962,1962,3.14063045248342,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1963,1963,5.69436374201046,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1964,1964,5.20833333333333,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1965,1965,6.17523071664578,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1966,1966,8.61559445328484,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1967,1967,10.8560443288477,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1968,1968,12.2324159021407,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1969,1969,14.7219069239501,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1970,1970,16.2045943193391,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1971,1971,12.9229376485233,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1972,1972,19.9393408518559,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1973,1973,19.9335231628518,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1974,1974,14.1398532471799,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1975,1975,23.5574146981627,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1976,1976,26.630882031079,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1977,1977,37.3375314861461,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1978,1978,39.0367123287671,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1979,1979,44.6759157710024,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1980,1980,45.6844644227607,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1981,1981,43.9156877813152,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1982,1982,50.6677284710018,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1983,1983,59.7896358235229,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1984,1984,63.3370713119216,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1985,1985,59.0780157342657,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1986,1986,67.3022595786486,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1987,1987,76.4252301028695,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1988,1988,81.4163783160323,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1989,1989,94.9393907672982,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1990,1990,98.7332910321489,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1991,1991,107.021843367075,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1992,1992,116.013706586131,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1993,1993,111.166588290618,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1994,1994,124.805780209324,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1995,1995,142.194193241314,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1996,1996,147.244824697858,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1997,1997,132.205005959476,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1998,1998,138.455169150698,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,1999,1999,161.889521100047,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,2000,2000,158.10754491018,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,2001,2001,174.590268577623,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,2002,2002,188.639161517024,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,2003,2003,160.266893534273,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,2004,2004,170.671374186418,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,2005,2005,192.872642090988,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,2006,2006,188.408168316832,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,2007,2007,179.81000499002,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,2008,2008,195.064350868424,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,2009,2009,184.290524471148,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,2010,2010,208.024322968907,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,2011,2011,249.746915935394,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,2012,2012,254.30935709739,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,2013,2013,253.280642653537,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,2014,2014,278.132224964281,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,2015,2015,297.810941171621,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,2016,2016,288.288357639838,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,2017,2017,302.542720033696,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,2018,2018,318.46686309072,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,2019,2019,320.445462644775,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,2020,2020,325.386565272497,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,2021,2021,395.524244732166,kg/ha of arable land,World Bank
Fertilizer consumption,Bangladesh,2022,2022,390.901243970551,kg/ha of arable land,World Bank
Infants (0-5 months): Early initiation of breastfeeding within 1 hour of birth,Bangladesh,2004,2004,98.6,%,UNICEF
Infants (0-5 months): Early initiation of breastfeeding within 1 hour of birth,Bangladesh,2006,2006,98.2,%,UNICEF
Infants (0-5 months): Early initiation of breastfeeding within 1 hour of birth,Bangladesh,2007,2007,98.7,%,UNICEF
Infants (0-5 months): Early initiation of breastfeeding within 1 hour of birth,Bangladesh,2011,2011,96.7,%,UNICEF
Infants (0-5 months): Early initiation of breastfeeding within 1 hour of birth,Bangladesh,2013,2013,97.1,%,UNICEF
Infants (0-5 months): Early initiation of breastfeeding within 1 hour of birth,Bangladesh,2014,2014,96.5,%,UNICEF
Infants (0-5 months): Early initiation of breastfeeding within 1 hour of birth,Bangladesh,2018,2018,97.4,%,UNICEF
Infants (0-5 months): Early initiation of breastfeeding within 1 hour of birth,Bangladesh,2019,2019,98.5,%,UNICEF
All-5: Consumption of all five food groups,Bangladesh,2022,2022,21.99,%,Global Diet Quality Project / Gallup World Poll
Affordability of a healthy diet: ratio of cost to food expenditures,Bangladesh,2021,2021,0.52,,Food Prices for Nutrition DataHub
Adolescents: Average daily frequency of fruit consumption,Bangladesh,2014,2014,1.094280831,,Beal et al. 2019
Adult overweight,Bangladesh,1990,1990,3.57,%,WHO
Adult overweight,Bangladesh,1991,1991,3.79,%,WHO
Adult overweight,Bangladesh,1992,1992,4.02,%,WHO
Adult overweight,Bangladesh,1993,1993,4.27,%,WHO
Adult overweight,Bangladesh,1994,1994,4.54,%,WHO
Adult overweight,Bangladesh,1995,1995,4.83,%,WHO
Adult overweight,Bangladesh,1996,1996,5.15,%,WHO
Adult overweight,Bangladesh,1997,1997,5.49,%,WHO
Adult overweight,Bangladesh,1998,1998,5.87,%,WHO
Adult overweight,Bangladesh,1999,1999,6.28,%,WHO
Adult overweight,Bangladesh,2000,2000,6.73,%,WHO
Adult overweight,Bangladesh,2001,2001,7.22,%,WHO
Adult overweight,Bangladesh,2002,2002,7.75,%,WHO
Adult overweight,Bangladesh,2003,2003,8.33,%,WHO
Adult overweight,Bangladesh,2004,2004,8.95,%,WHO
Adult overweight,Bangladesh,2005,2005,9.62,%,WHO
Adult overweight,Bangladesh,2006,2006,10.34,%,WHO
Adult overweight,Bangladesh,2007,2007,11.11,%,WHO
Adult overweight,Bangladesh,2008,2008,11.92,%,WHO
Adult overweight,Bangladesh,2009,2009,12.78,%,WHO
Adult overweight,Bangladesh,2010,2010,13.69,%,WHO
Adult overweight,Bangladesh,2011,2011,14.63,%,WHO
Adult overweight,Bangladesh,2012,2012,15.62,%,WHO
Adult overweight,Bangladesh,2013,2013,16.65,%,WHO
Adult overweight,Bangladesh,2014,2014,17.71,%,WHO
Adult overweight,Bangladesh,2015,2015,18.81,%,WHO
Adult overweight,Bangladesh,2016,2016,19.94,%,WHO
Adult overweight,Bangladesh,2017,2017,21.09,%,WHO
